iter	RMSE
582	1334.57696
583	1334.345531
584	1334.095684
585	1333.750546
586	1333.03668
587	1332.415994
588	1331.671419
589	1331.157555
590	1330.188979
591	1329.594375
592	1329.207243
593	1328.277454
594	1326.976382
595	1325.736377
596	1325.538289
597	1324.97191
598	1324.588962
599	1323.562032
600	1322.677092
601	1321.919645
602	1320.814912
603	1320.318307
604	1319.185857
605	1318.538427
606	1317.553071
607	1316.872536
608	1315.760567
609	1315.2303
610	1314.768022
611	1313.967939
612	1312.911376
613	1312.080846
614	1311.091122
615	1310.099799
616	1308.760465
617	1308.405602
618	1307.074168
619	1306.499582
620	1305.099467
621	1304.114299
622	1303.778357
623	1302.822015
624	1301.958133
625	1301.320892
626	1300.908406
627	1300.073569
628	1299.111577
629	1298.189066
630	1297.878714
631	1297.304038
632	1296.968862
633	1295.936234
634	1294.601991
635	1293.77421
636	1292.679558
637	1291.572572
638	1291.042757
639	1290.386481
640	1290.126083
641	1289.621946
642	1289.273729
643	1288.627384
644	1287.583726
645	1286.989106
646	1286.675789
647	1286.240955
648	1285.783176
649	1285.04171
650	1284.265414
651	1283.671152
652	1282.429216
653	1281.209369
654	1280.74529
655	1280.721997
656	1280.268162
657	1279.530215
658	1279.280648
659	1278.836361
660	1278.150292
661	1277.059321
662	1276.382852
663	1275.363921
664	1275.143891
665	1274.074143
666	1273.714673
667	1272.839879
668	1271.982527
669	1271.52176
670	1271.100173
671	1270.373208
672	1269.789547
673	1269.296852
674	1268.304235
675	1266.90536
676	1265.902885
677	1265.407056
678	1264.678531
679	1263.766733
680	1263.528954
681	1263.076002
682	1262.967192
683	1261.909674
684	1261.544959
685	1260.543982
686	1259.77974
687	1259.403148
688	1259.238377
689	1259.049216
690	1258.70656
691	1258.258204
692	1257.458282
693	1257.331455
694	1257.154171
695	1256.779552
696	1256.258441
697	1255.983835
698	1255.366955
699	1254.781145
700	1254.216136
701	1253.344305
702	1252.828941
703	1252.584057
704	1252.214468
705	1252.046018
706	1251.762633
707	1250.043381
708	1249.443292
709	1248.903418
710	1247.682497
711	1247.307793
712	1246.648668
713	1246.1003
714	1245.299207
715	1244.999044
716	1244.398313
717	1244.04177
718	1243.383107
719	1242.834586
720	1242.410875
721	1241.597097
722	1240.841649
723	1240.295496
724	1239.558776
725	1239.084762
726	1238.390238
727	1237.854536
728	1236.856301
729	1236.134143
730	1235.66736
731	1234.763429
732	1234.160053
733	1233.220414
734	1232.215361
735	1231.373358
736	1230.920493
737	1230.506316
738	1229.514683
739	1228.668095
740	1228.052304
741	1227.417078
742	1226.833115
743	1225.649703
744	1225.265873
745	1224.121454
746	1223.203573
747	1222.826866
748	1222.676694
749	1222.242138
750	1221.678721
751	1221.085257
752	1220.778422
753	1220.444209
754	1219.931108
755	1218.788186
756	1218.080712
757	1217.611027
758	1217.154198
759	1216.903634
760	1216.038032
761	1215.218202
762	1214.549855
763	1213.923261
764	1213.271011
765	1212.721792
766	1212.017297
767	1211.112994
768	1210.913069
769	1210.443399
770	1209.936664
771	1209.536165
772	1208.998331
773	1208.765622
774	1208.572564
775	1208.029225
776	1206.853768
777	1206.260596
778	1205.736302
779	1204.734623
780	1204.333333
781	1203.817546
782	1203.370998
783	1202.591211
784	1201.779612
785	1201.231214
786	1200.954745
787	1200.795211
788	1200.463366
789	1199.912897
790	1199.787646
791	1198.821206
792	1198.706344
793	1198.054269
794	1197.529081
795	1196.354826
796	1195.58692
797	1195.347324
798	1195.123078
799	1195.007667
800	1194.4101
801	1194.008945
802	1193.64769
803	1193.310259
804	1192.481657
805	1191.623474
806	1191.358164
807	1190.877436
808	1189.791366
809	1189.541518
810	1189.138964
811	1188.186035
812	1187.603405
813	1186.583113
814	1186.273425
815	1185.709628
816	1185.087193
817	1184.679752
818	1183.908475
819	1183.453554
820	1183.070252
821	1182.870796
822	1182.627363
823	1182.507585
824	1181.710512
825	1181.21497
826	1180.805146
827	1180.758913
828	1180.313013
829	1179.736928
830	1178.886129
831	1177.867149
832	1177.628972
833	1177.29784
834	1177.148974
835	1176.133823
836	1175.309863
837	1174.467781
838	1172.711223
839	1172.138698
840	1172.021389
841	1171.144658
842	1170.731851
843	1170.00392
844	1169.609945
845	1168.727488
846	1168.039012
847	1167.586538
848	1167.298133
849	1166.84531
850	1166.262233
851	1165.835862
852	1165.314824
853	1164.856001
854	1164.436267
855	1164.350447
856	1163.655428
857	1163.318016
858	1163.197939
859	1162.664972
860	1162.211996
861	1162.02797
862	1161.659732
863	1161.525506
864	1161.026031
865	1160.469995
866	1159.986057
867	1159.514952
868	1159.189261
869	1158.224498
870	1157.848092
871	1157.451373
872	1157.069712
873	1156.374043
874	1156.173011
875	1155.757067
876	1154.96113
877	1154.694581
878	1154.405789
879	1154.013763
880	1153.434021
881	1152.868927
882	1152.804913
883	1152.549146
884	1152.072105
885	1151.146177
886	1150.317712
887	1149.761336
888	1149.498111
889	1149.013138
890	1148.598457
891	1148.22972
892	1147.850785
893	1147.450827
894	1147.055953
895	1146.452019
896	1145.63383
897	1145.068466
898	1144.791605
899	1144.529481
900	1144.0606
901	1143.632086
902	1142.848045
903	1142.487779
904	1142.329875
905	1142.111974
906	1141.727804
907	1140.893374
908	1140.680254
909	1140.524681
910	1140.121116
911	1139.926516
912	1139.551504
913	1138.906011
914	1138.453721
915	1138.153767
916	1137.85299
917	1137.607437
918	1137.364743
919	1136.742682
920	1135.980274
921	1135.662414
922	1135.446178
923	1134.675383
924	1134.580078
925	1134.40032
926	1134.34153
927	1134.051321
928	1133.586799
929	1132.995021
930	1132.078813
931	1131.794348
932	1131.610766
933	1131.51392
934	1130.845842
935	1130.574173
936	1130.073676
937	1129.80004
938	1129.091592
939	1128.469804
940	1128.296893
941	1127.924384
942	1127.802807
943	1127.430786
944	1127.148137
945	1126.764182
946	1125.283496
947	1124.770347
948	1124.209649
949	1123.262226
950	1122.903331
951	1122.435203
952	1121.84027
953	1121.574057
954	1121.271285
955	1120.869377
956	1120.602863
957	1120.144922
958	1119.415902
959	1119.116063
960	1118.67898
961	1118.334003
962	1117.95265
963	1117.649061
964	1117.45836
965	1116.87803
966	1116.32806
967	1116.096798
968	1116.00685
969	1115.750039
970	1115.49279
971	1115.241314
972	1114.508997
973	1113.678879
974	1112.875876
975	1111.980126
976	1111.575675
977	1110.936242
978	1110.549029
979	1110.276392
980	1109.591037
981	1109.193417
982	1108.723941
983	1108.316018
984	1107.933411
985	1107.444341
986	1107.056868
987	1106.681217
988	1106.364897
989	1105.970945
990	1105.596459
991	1105.386625
992	1105.022022
993	1104.596166
994	1104.462123
995	1104.054482
996	1103.437542
997	1103.104787
998	1102.671135
999	1102.334862
